,fund_house,scheme_type,scheme_category,scheme_code,scheme_name,date,nav
10707,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123208,Reliance Fixed Horizon Fund - XXIV - Series 6 - Growth Option,26-08-2013,10.01370
10708,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123212,Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Dividend Payout Option,28-08-2013,9.97650
10709,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123211,Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Growth Option,28-08-2013,9.97650
10710,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123214,Reliance Fixed Horizon Fund - XXIV - Series 7 - Dividend Payout Option,28-08-2013,9.97620
10711,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123213,Reliance Fixed Horizon Fund - XXIV - Series 7 - Growth Option,28-08-2013,9.97620
10712,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123344,Reliance Fixed Horizon Fund - XXIV - Series 8-Direct Plan-Growth Option,16-08-2013,10.00350
10713,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123342,Reliance Fixed Horizon Fund - XXIV - Series 8-Dividend Payout Option,16-08-2013,10.00330
10714,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123341,Reliance Fixed Horizon Fund - XXIV - Series 8-Growth Option,16-08-2013,10.00330
10715,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123374,Reliance Fixed Horizon Fund - XXIV - Series 9 -Direct Plan -Growth Option,26-08-2013,10.03140
10716,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123373,Reliance Fixed Horizon Fund - XXIV - Series 9 -Dividend Payout Option,26-08-2013,10.03060
10717,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,123372,Reliance Fixed Horizon Fund - XXIV - Series 9-Growth Option,26-08-2013,10.03060
10718,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125258,Reliance Fixed Horizon Fund - XXV - Series 1 -Direct Plan -Dividend Payout Option,19-11-2013,10.01520
10719,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125257,Reliance Fixed Horizon Fund - XXV - Series 1-Direct Plan -Growth Option,19-11-2013,10.01520
10720,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125256,Reliance Fixed Horizon Fund - XXV - Series 1-Dividend Payout Option,19-11-2013,10.01510
10721,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125255,Reliance Fixed Horizon Fund - XXV - Series 1-Growth Option,19-11-2013,10.01510
10722,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125934,Reliance Fixed Horizon Fund - XXV - Series 11 - Direct Plan - Growth Option,26-12-2013,10.01630
10723,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125933,Reliance Fixed Horizon Fund - XXV - Series 11 - Growth Option,26-12-2013,10.01610
10724,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125957,Reliance Fixed Horizon Fund - XXV - Series 12 - Direct Plan - Growth Option,02-01-2014,10.00400
10725,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125956,Reliance Fixed Horizon Fund - XXV - Series 12 - Dividend Payout Option,02-01-2014,10.00380
10726,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125954,Reliance Fixed Horizon Fund - XXV - Series 12 - Growth Option,02-01-2014,10.00380
10727,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126256,Reliance Fixed Horizon Fund - XXV - Series 13 - Direct Plan - Growth Option,13-01-2014,10.00620
10728,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126255,Reliance Fixed Horizon Fund - XXV - Series 13 - Dividend Payout Option,13-01-2014,10.00580
10729,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126254,Reliance Fixed Horizon Fund - XXV - Series 13 - Growth Option,13-01-2014,10.00580
10730,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126372,Reliance Fixed Horizon Fund - XXV - Series 14-Direct Plan -Growth Option,21-01-2014,10.01180
10731,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126371,Reliance Fixed Horizon Fund - XXV - Series 14-Growth Option,21-01-2014,10.01170
10732,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126486,Reliance Fixed Horizon Fund - XXV - Series 16 - Direct Plan - Dividend Payout Option,29-01-2014,10.00810
10733,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126485,Reliance Fixed Horizon Fund - XXV - Series 16 - Direct Plan - Growth Option,29-01-2014,10.00810
10734,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126483,Reliance Fixed Horizon Fund - XXV - Series 16 - Dividend Payout Option,29-01-2014,10.00790
10735,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126484,Reliance Fixed Horizon Fund - XXV - Series 16 - Growth Option,29-01-2014,10.00790
10736,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126703,Reliance Fixed Horizon Fund - XXV - Series 17 - Direct Plan - Dividend Payout Option,05-02-2014,10.01190
10737,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126702,Reliance Fixed Horizon Fund - XXV - Series 17 - Direct Plan - Growth Option,05-02-2014,10.01190
10738,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126701,Reliance Fixed Horizon Fund - XXV - Series 17 - Growth Option,05-02-2014,10.01120
10739,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126891,Reliance Fixed Horizon Fund - XXV - Series 18 - Direct Plan - Growth Option,12-02-2014,10.00570
10740,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126889,Reliance Fixed Horizon Fund - XXV - Series 18 - Growth Option,12-02-2014,10.00560
10741,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126932,Reliance Fixed Horizon Fund - XXV - Series 19 - Direct Plan - Growth Option,14-02-2014,10.00510
10742,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126934,Reliance Fixed Horizon Fund - XXV - Series 19 - Dividend Payout Option,14-02-2014,10.00500
10743,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126931,Reliance Fixed Horizon Fund - XXV - Series 19 - Growth Option,14-02-2014,10.00500
10744,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125310,Reliance Fixed Horizon Fund - XXV - Series 2 -Direct Plan -Dividend Payout Option,25-11-2013,10.01180
10745,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125309,Reliance Fixed Horizon Fund - XXV - Series 2-Direct Plan-Growth Option,25-11-2013,10.01180
10746,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125312,Reliance Fixed Horizon Fund - XXV - Series 2-Dividend Payout Option,25-11-2013,10.01160
10747,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,125311,Reliance Fixed Horizon Fund - XXV - Series 2-Growth Option,25-11-2013,10.01160
10748,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126975,Reliance Fixed Horizon Fund - XXV - Series 20 - Direct Plan - Dividend Payout Option,24-02-2014,10.01820
10749,Reliance Mutual Fund,Close Ended Schemes,Income,126977,Reliance Fixed Horizon Fund - XXV - Series 20 - Direct Plan - Growth Option,24-02-2014,10.01820
10750,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,126978,Reliance Fixed Horizon Fund - XXV - Series 20 - Dividend Payout Option,24-02-2014,10.01720
10751,Reliance Mutual Fund,Close Ended Schemes,Income,126976,Reliance Fixed Horizon Fund - XXV - Series 20 - Growth Option,24-02-2014,10.01720
10752,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127069,Reliance Fixed Horizon Fund - XXV - Series 21 - Direct Plan - Dividend Payout Option,28-02-2014,10.01280
10753,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127067,Reliance Fixed Horizon Fund - XXV - Series 21 - Direct Plan - Growth Option,28-02-2014,10.01280
10754,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127068,Reliance Fixed Horizon Fund - XXV - Series 21 - Dividend Payout Option,28-02-2014,10.01210
10755,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127066,Reliance Fixed Horizon Fund - XXV - Series 21 - Growth Option,28-02-2014,10.01210
10756,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127081,Reliance Fixed Horizon Fund - XXV - Series 22 - Direct Plan - Dividend Payout Option,24-02-2014,10.02140
10757,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127083,Reliance Fixed Horizon Fund - XXV - Series 22 - Direct Plan - Growth Option,24-02-2014,10.02140
10758,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127082,Reliance Fixed Horizon Fund - XXV - Series 22 - Dividend Payout Option,24-02-2014,10.02060
10759,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127080,Reliance Fixed Horizon Fund - XXV - Series 22 - Growth Option,24-02-2014,10.02060
10760,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127242,Reliance Fixed Horizon Fund - XXV - Series 23 - Direct Plan - Dividend Payout Option,05-03-2014,10.00990
10761,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127240,Reliance Fixed Horizon Fund - XXV - Series 23 - Direct Plan - Growth Option,05-03-2014,10.00990
10762,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127241,Reliance Fixed Horizon Fund - XXV - Series 23 - Dividend Payout Option,05-03-2014,10.00970
10763,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127239,Reliance Fixed Horizon Fund - XXV - Series 23 - Growth Option,05-03-2014,10.00970
10764,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127264,Reliance Fixed Horizon Fund - XXV - Series 24 - Direct Plan - Growth Option,28-02-2014,10.01560
10765,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127266,Reliance Fixed Horizon Fund - XXV - Series 24 - Growth Option,28-02-2014,10.01550
10766,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127360,Reliance Fixed Horizon Fund - XXV - Series 25 - Direct Plan - Dividend Payout Option,05-03-2014,10.01720
10767,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,127362,Reliance Fixed Horizon Fund - XXV - Series 25 - Direct Plan - Growth Option,05-03-2014,10.01720
