,fund_house,scheme_type,scheme_category,scheme_code,scheme_name,date,nav
275,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150998,HSBC Corporate Bond Fund - Direct Quarterly IDCW,28-11-2022,11.49550
276,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150997,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,28-11-2022,19.98150
277,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,151001,HSBC Corporate Bond Fund - Regular Annual IDCW,28-11-2022,11.87840
278,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150992,HSBC Corporate Bond Fund - Regular Growth,28-11-2022,60.45310
279,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150993,HSBC Corporate Bond Fund - Regular Quarterly IDCW,28-11-2022,11.15490
280,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150994,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,28-11-2022,16.94490
281,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150995,HSBC Corporate Bond Fund -Regular Plan - Bonus,28-11-2022,22.96340
282,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,130947,ICICI Prudential Corporate Bond Fund - Bonus,05-11-2014,10.23110
283,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111988,ICICI Prudential Corporate Bond Fund - Daily IDCW,30-07-2009,10.00050
284,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120695,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,03-01-2013,10.05970
285,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120696,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,16-01-2013,10.07030
286,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120692,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,03-01-2013,11.60790
287,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,131152,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,05-11-2014,10.24860
288,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120697,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,16-01-2013,10.07870
289,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120694,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,15-01-2013,10.11420
290,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120693,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,03-01-2013,10.03400
291,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111990,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,22-10-2009,10.00140
292,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111987,ICICI Prudential Corporate Bond Fund - Growth,12-08-2009,10.00750
293,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,131151,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,10-08-2015,10.00650
294,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111991,ICICI Prudential Corporate Bond Fund - Monthly IDCW,24-07-2009,10.00070
295,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111982,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,28-07-2009,10.00060
296,ICICI Prudential Mutual Fund,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth,111985,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,24-07-2009,10.00070
297,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111989,ICICI Prudential Corporate Bond Fund - Weekly IDCW,02-03-2010,10.00200
298,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111992,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,21-02-2012,10.00910
299,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111976,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,15-06-2009,10.00040
300,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111978,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,20-07-2009,10.00170
301,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111972,ICICI Prudential Corporate Bond Fund Retail Growth,15-06-2009,10.00220
302,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111979,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,23-07-2009,10.00040
303,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111980,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,24-08-2009,10.00240
304,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111977,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,15-06-2009,10.00220
305,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,139201,IDFC Corporate Bond Fund - Direct Annual IDCW,13-07-2016,10.00960
306,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,135916,IDFC Corporate Bond Fund - Direct Growth,13-01-2016,10.00270
307,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,139200,IDFC Corporate Bond Fund - Direct Half Yearly IDCW,06-05-2019,10.73660
308,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,139198,IDFC Corporate Bond Fund - Direct Monthly IDCW,19-05-2016,10.03810
309,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,135917,IDFC Corporate Bond Fund - Direct Periodic IDCW,13-01-2016,10.00270
310,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,139199,IDFC Corporate Bond Fund - Direct Quarterly IDCW,13-04-2016,10.01590
311,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,139204,IDFC Corporate Bond Fund - Regular Annual IDCW,05-05-2017,10.13940
312,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,135914,IDFC Corporate Bond Fund - Regular Growth,13-01-2016,10.00250
313,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,139203,IDFC Corporate Bond Fund - Regular Half Yearly IDCW,07-04-2016,10.01070
314,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,139202,IDFC Corporate Bond Fund - Regular Monthly IDCW,26-04-2016,9.99470
315,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,135915,IDFC Corporate Bond Fund - Regular Periodic IDCW,13-01-2016,10.00250
316,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,139205,IDFC Corporate Bond Fund - Regular Quarterly IDCW,12-04-2016,10.01330
317,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,106179,Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),22-01-2009,10.02470
318,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120500,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),02-01-2013,12.12170
319,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120499,Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),02-01-2013,10.19260
320,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120497,Invesco India Corporate Bond Fund - Direct Plan - Growth,02-01-2013,13.78210
321,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120496,Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),02-01-2013,10.78970
322,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,120501,Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),02-01-2013,10.14520
323,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,116109,Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment),04-11-2011,10.00240
324,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,106177,Invesco India Corporate Bond Fund - Growth,03-08-2007,10.00870
325,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,106171,Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),03-08-2007,10.00870
326,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,106172,Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),03-08-2007,10.00870
327,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,133791,Kotak Corporate Bond Fund- Direct Plan- Growth Option,02-02-2015,1813.05800
328,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,133792,Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,02-02-2015,1021.96420
329,Kotak Mahindra Mutual Fund,125254;INF174K01YR7;INF174K01YS5;Kotak Bond Short Term Plan-,Half Yearly Dividend,133772,Kotak Corporate Bond Fund- Institutional Plan-Growth Option,02-02-2015,1805.12300
330,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,133782,Kotak Corporate Bond Fund- Regular Plan-Growth Option,02-02-2015,1793.06420
331,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,133787,Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,02-02-2015,1021.90650
332,Kotak Mahindra Mutual Fund,Open Ended Schemes,Income,133777,Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,02-02-2015,1047.35230
333,Kotak Mahindra Mutual Fund,125254;INF174K01YR7;INF174K01YS5;Kotak Bond Short Term Plan-,Half Yearly Dividend,133779,Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,02-02-2015,1021.95510
334,Kotak Mahindra Mutual Fund,125254;INF174K01YR7;INF174K01YS5;Kotak Bond Short Term Plan-,Half Yearly Dividend,133771,Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,02-02-2015,1042.88980
335,Kotak Mahindra Mutual Fund,125254;INF174K01YR7;INF174K01YS5;Kotak Bond Short Term Plan-,Half Yearly Dividend,133776,Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,02-02-2015,1042.80810
336,Kotak Mahindra Mutual Fund,125254;INF174K01YR7;INF174K01YS5;Kotak Bond Short Term Plan-,Half Yearly Dividend,133786,Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,02-02-2015,1042.75540
337,Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148755,Mirae Asset Corporate Bond Fund Direct Growth Plan,18-03-2021,10.00720
338,Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148756,Mirae Asset Corporate Bond Fund Direct IDCW,18-03-2021,10.00720
339,Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148757,Mirae Asset Corporate Bond Fund Regular Growth,18-03-2021,10.00690
340,Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148758,Mirae Asset Corporate Bond Fund Regular IDCW,18-03-2021,10.00690
341,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,109472,NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,23-07-2008,17.09550
342,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118808,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,02-01-2013,17.09590
343,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,125266,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,19-12-2013,10.00200
344,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118809,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,02-01-2013,10.45620
345,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118811,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,10-01-2013,10.96940
346,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118812,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,02-01-2013,17.10100
347,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118807,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,10-01-2013,17.05540
348,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118814,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,02-01-2013,23.88070
349,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100859,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,03-04-2006,10.53700
350,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100856,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,03-04-2006,14.75170
351,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,125267,NIPPON INDIA CORPORATE BOND FUND - IDCW Option,12-02-2014,10.00130
352,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100857,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,03-04-2006,10.06240
353,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100858,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,03-04-2006,10.28280
354,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,109473,NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,23-07-2008,17.09550
355,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138317,PGIM India Corporate Bond Fund - Annual Dividend,08-03-2016,10.81960
356,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138329,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,08-03-2016,11.64090
357,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138330,PGIM India Corporate Bond Fund - Direct Plan - Growth,08-03-2016,24.59000
358,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138331,PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,08-03-2016,15.47960
359,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138332,PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,08-03-2016,12.78330
360,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138318,PGIM India Corporate Bond Fund - Growth,08-03-2016,23.87820
361,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138316,PGIM India Corporate Bond Fund - Monthly Dividend,08-03-2016,13.34910
362,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138323,PGIM India Premier Bond Fund - Premium Plus Plan - Growth,08-03-2016,14.10770
363,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138315,PGIM India Corporate Bond Fund - Quarterly Dividend,08-03-2016,11.91580
364,DHFL Pramerica Mutual Fund,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth,138336,DHFL Pramerica Premier Bond Fund - Annual Bonus,08-03-2016,23.88130
365,DHFL Pramerica Mutual Fund,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth,138324,DHFL Pramerica Premier Bond Fund - Bonus,08-03-2016,14.58920
366,DHFL Pramerica Mutual Fund,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth,138333,DHFL Pramerica Premier Bond Fund - Direct Plan - Half-Yearly Bonus,08-03-2016,12.61040
367,DHFL Pramerica Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,138334,DHFL Pramerica Premier Bond Fund - Half-Yearly Bonus,08-03-2016,11.15340
368,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,146215,SBI Corporate Bond Fund - Direct Plan - Growth,08-02-2019,10.04370
369,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,146212,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),08-02-2019,10.04370
370,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,146216,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),08-02-2019,10.04370
371,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,146207,SBI Corporate Bond Fund - Regular Plan - Growth,08-02-2019,10.04250
372,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,146208,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),08-02-2019,10.04250
373,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,146210,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),08-02-2019,10.04250
374,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119628,Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),03-01-2013,0.00000
375,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119631,Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),03-01-2013,0.00000
376,Sundaram Mutual Fund,102055;INF200K01743;-;SBI Magnum Income Plus Fund - Savings Plan,G,119623,Sundaram Corporate Bond Fund Direct Plan - Bonus Option,03-01-2013,0.00000
377,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119621,Sundaram Corporate Bond Fund Direct Plan - Growth,03-01-2013,0.00000
378,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119624,Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),03-01-2013,0.00000
379,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119622,Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),03-01-2013,0.00000
380,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119630,Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),03-01-2013,0.00000
381,Sundaram Mutual Fund,102055;INF200K01743;-;SBI Magnum Income Plus Fund - Savings Plan,G,100792,Sundaram Corporate Bond Fund Institutional - Growth,03-04-2006,10.62350
382,Sundaram Mutual Fund,Open Ended Schemes,Income,100790,Sundaram Corporate Bond Fund Institutional - Monthly Dividend,03-04-2006,10.25640
383,Sundaram Mutual Fund,102055;INF200K01743;-;SBI Magnum Income Plus Fund - Savings Plan,G,100791,Sundaram Corporate Bond Fund -Institutional - Quarterly Dividend,19-06-2006,0.00000
384,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100788,Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),03-04-2006,10.62080
385,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100787,Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),03-04-2006,10.38250
386,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100785,Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),03-04-2006,10.25790
387,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100786,Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),03-04-2006,10.23180
388,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100789,Sundaram Corporate Bond Fund Regular Plan- Growth,03-04-2006,10.62360
389,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149361,Tata Corporate Bond Fund-Direct Plan-Growth,07-12-2021,10.00770
390,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149364,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,07-12-2021,10.00770
391,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149357,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,07-12-2021,10.00770
392,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149355,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,07-12-2021,10.00770
393,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149356,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,07-12-2021,10.00770
394,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149362,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,07-12-2021,10.00770
395,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149358,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,07-12-2021,10.00770
396,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149351,Tata Corporate Bond Fund-Regular Plan-Growth,07-12-2021,10.00400
397,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149353,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,07-12-2021,10.00400
398,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149363,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,07-12-2021,10.00400
399,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149360,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,07-12-2021,10.00400
400,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149352,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,07-12-2021,10.00400
401,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149354,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,07-12-2021,10.00400
402,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,149359,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,07-12-2021,10.00400
403,Union Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,143241,Union Corporate Bond Fund - Direct Plan - Growth Option,01-06-2018,10.02190
404,Union Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,143242,Union Corporate Bond Fund - Direct Plan - IDCW Option,01-06-2018,10.02190
405,Union Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,143239,Union Corporate Bond Fund - Regular Plan - Growth Option,01-06-2018,10.02080
406,Union Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,143240,Union Corporate Bond Fund - Regular Plan - IDCW Option,01-06-2018,10.02080
407,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148085,UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,17-02-2020,1.91200
408,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148086,UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,17-02-2020,2.03880
409,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148076,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,17-02-2020,0.41740
410,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148090,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,17-02-2020,0.41460
411,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148091,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,17-02-2020,0.40020
412,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148092,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,17-02-2020,0.65110
413,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148075,UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW,17-02-2020,0.40450
414,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148088,UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,17-02-2020,0.40420
415,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148087,UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW,17-02-2020,0.39660
416,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,148089,UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW,17-02-2020,0.52590
417,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144344,UTI Corporate Bond Fund - Direct Plan - Annual IDCW,09-08-2018,10.00600
418,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144341,UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,09-08-2018,10.00600
419,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144339,UTI Corporate Bond Fund - Direct Plan - Growth Option,09-08-2018,10.00600
420,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144340,UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,09-08-2018,10.00600
421,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144346,UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,09-08-2018,10.00600
422,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144337,UTI Corporate Bond Fund - Regular Plan - Annual IDCW,09-08-2018,10.00580
423,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144338,UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,09-08-2018,10.00580
424,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144345,UTI Corporate Bond Fund - Regular Plan - Growth Option,09-08-2018,10.00580
